path,problem,solution,grid_size,num_colors
8x8_8c_1_25624d86.txt,".......H
.....F..
..G..B..
...BH...
A..C....
........
F.EGC.A.
E.D.D...","AAAAAAAH
AFFFFFAH
AFGBBBAH
AFGBHHAH
AFGCCHAH
FFGGCHAH
FEEGCHAH
EEDDDHHH",8x8,8
6x6_6c_9_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
9x9_9c_7_71aa2cff.txt,"....BA...
B......C.
..E..E...
I........
..G......
.........
.C....G.A
.FDF....H
I.....DH.","BBBBBAAAA
BIIIIIICA
IIEEEEICA
IIIIIIICA
IIGGGGGCA
ICCCCCGCA
ICDDDCGCA
IFDFDCCCH
IFFFDDDHH",9x9,9
7x7_6c_4_13d5d5cf.txt,"......E
.......
DBC.BD.
.....C.
.A...F.
...E...
.F....A","DDDDDDE
DBBBBDE
DBCCBDE
FFFCCCE
FAFFFFE
FAAEEEE
FFAAAAA",7x7,6
6x6_6c_9_f86ee188.txt,"BD...E
.ED.C.
....A.
......
BAC...
F....F","BDDEEE
BEDECC
BEEEAC
BAAAAC
BACCCC
FFFFFF",6x6,6
7x7_6c_9_2a5b24a6.txt,"D.....A
C..F...
...B...
....F..
.......
.CD..B.
E.EA...","DDAAAAA
CDAFFFF
CDABBBF
CDAAFBF
CDDAFBF
CCDAFBF
EEEAFFF",7x7,6
7x7_7c_3_f76c93f4.txt,"E...D.B
AE.B..F
.G.CF..
..D...C
..A....
.....G.
.......","EEDDDBB
AEDBBBF
AGDCFFF
AGDCCCC
AGAAAAA
AGGGGGA
AAAAAAA",7x7,7
8x8_8c_6_410da633.txt,"D....DE.
........
.B.C....
.G..H...
A..HB..E
C......F
....A.G.
......F.","DDDDDDEE
GGGGGGGE
GBBCCCGE
GGBHHCGE
AABHBCGE
CABBBCGF
CAAAACGF
CCCCCCFF",8x8,8
10x10_9c_4_ee625044.txt,".....I..C.
......D..C
..H.......
.F......A.
..........
.EG.B.....
.H....GD..
.B.....F..
....E.....
A.....I...","GGGGGIIICC
GFFFGGDIIC
GFHFFGDDII
GFHHFGGDAI
GGGHFFGDAI
EEGHBFGDAI
EHHHBFGDAI
EBBBBFFFAI
EEEEEAAAAI
AAAAAAIIII",10x10,9
5x5_3c_5_3b79ecca.txt,".....
B..C.
...A.
.A.B.
....C","BBBBB
BCCCB
CCAAB
CAABB
CCCCC",5x5,3
6x6_4c_2_a09192ab.txt,"C.B...
A.....
...A..
.D....
.C.B..
.....D","CCBBBB
ACCCCB
AAAACB
DDCCCB
DCCBBB
DDDDDD",6x6,4
6x6_4c_8_f296c06e.txt,"......
......
...B.D
...C..
.....A
DA.B.C","DDDDDD
DAAAAD
DABBAD
DABCAA
DABCCA
DABBCC",6x6,4
7x7_7c_8_a7b3eb1c.txt,"......F
..B...G
.BD...A
.E.G.CF
...DA..
....EC.
.......","FFFFFFF
FBBGGGG
FBDGAAA
FEDGACF
FEDDACF
FEEEECF
FFFFFFF",7x7,7
6x6_6c_5_f86ee188.txt,"BD...E
.ED.C.
....A.
......
BAC...
F....F","BDDEEE
BEDECC
BEEEAC
BAAAAC
BACCCC
FFFFFF",6x6,6
8x8_6c_3_dc1bb401.txt,".....F.A
......F.
..B.A...
......D.
...CE...
.......E
........
.D....CB","DDDDDFFA
DCCCDDFA
DCBCADDA
DCBCAADA
DCBCEAAA
DCBBEEEE
DCCBBBBB
DDCCCCCB",8x8,6
8x8_8c_8_6ac110ec.txt,"........
.F..C...
..D..BCF
D.......
.G.AB.G.
.HA.....
.......H
.....E.E","DDDFFFFF
DFDFCCCF
DFDFBBCF
DFFFBHHH
GGAABHGH
GHAHHHGH
GHHHGGGH
GGGGGEEE",8x8,8
10x10_9c_7_6588d764.txt,"I.HA......
....EB....
..........
..A.......
.....GF...
..D.......
..I.E.....
........B.
.D.CF.G.H.
....C.....","IHHAEEEEEE
IHAAEBBBBE
IHAHHHHHBE
IHAHFFFHBE
IHHHFGFHBE
IDDFFGGHBE
IDIFEEGHBE
IDIFFEGHBE
IDICFEGHHE
IIICCEEEEE",10x10,9
5x5_5c_8_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
5x5_4c_5_904e33b2.txt,".....
.D.AB
B.ADC
C....
.....","BBBBB
BDAAB
BDADC
CDDDC
CCCCC",5x5,4
7x7_6c_6_220f13d1.txt,".F.B...
.B...C.
..F....
.......
E.....A
C.E....
D....DA","FFBBEEE
FBBEECE
FFFECCE
EEEECEE
ECCCCEA
CCEEEEA
DDDDDDA",7x7,6
6x6_5c_1_3ac21572.txt,"......
B.....
...A..
.A.CE.
.D..B.
.ED..C","BBBBBB
BEEEEB
EEAAEB
EAACEB
EDDCBB
EEDCCC",6x6,5
8x8_8c_5_76af8782.txt,"C.......
..BHEDFE
....B...
....HDA.
.C......
........
.G...A..
.....G.F","CHHHEEEE
CHBHEDFE
CHBBBDFF
CHHHHDAF
CCAAAAAF
AAAGGGGF
AGGGAAGF
AAAAAGGF",8x8,8
7x7_5c_9_d45b6049.txt,"......D
.A.....
D....C.
..A....
.......
.E...B.
.CBE...","DDDDDDD
DAAAAAA
DCCCCCA
CCAAAAA
CEEEEEE
CEBBBBE
CCBEEEE",7x7,5
9x9_7c_8_72f89e8a.txt,"....F....
..E..AFB.
..A......
...E.....
.GD......
......B..
.DG..C...
.......C.
.........","AAAAFAAAA
AEEAFAFBA
AEAAFFFBA
AEEEBBBBA
AGDDBCCCA
AGGDBCBCA
ADGDBCBCA
ADDDBBBCA
AAAAAAAAA",9x9,7
7x7_5c_4_629a2f5e.txt,"...CD..
.AB..A.
....D..
.......
.......
.....B.
CE.E...","CCCCDDD
CABAAAD
CABADDD
CABAAAA
CABBBBA
CAAAABA
CEEEAAA",7x7,5
5x5_5c_5_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
10x10_9c_1_eb7c4808.txt,"..........
.G...C.F..
...A.G....
.A.......E
.D........
..H.B.....
..C.......
.......H..
.D........
....I.BIEF","CCCCCCEEEE
CGGGGCEFFE
CAAAGGEEFE
CAHHHHHEFE
CDHIIIHEFF
CDHIBIHEEF
CDCIBIHHEF
CDCIBIIHEF
CDCIBBIIEF
CCCIIBBIEF",10x10,9
7x7_6c_8_220f13d1.txt,".F.B...
.B...C.
..F....
.......
E.....A
C.E....
D....DA","FFBBEEE
FBBEECE
FFFECCE
EEEECEE
ECCCCEA
CCEEEEA
DDDDDDA",7x7,6
7x7_5c_7_d45b6049.txt,"......D
.A.....
D....C.
..A....
.......
.E...B.
.CBE...","DDDDDDD
DAAAAAA
DCCCCCA
CCAAAAA
CEEEEEE
CEBBBBE
CCBEEEE",7x7,5
6x6_6c_4_f86ee188.txt,"BD...E
.ED.C.
....A.
......
BAC...
F....F","BDDEEE
BEDECC
BEEEAC
BAAAAC
BACCCC
FFFFFF",6x6,6
6x6_4c_1_f296c06e.txt,"......
......
...B.D
...C..
.....A
DA.B.C","DDDDDD
DAAAAD
DABBAD
DABCAA
DABCCA
DABBCC",6x6,4
7x7_5c_8_a2f64424.txt,"E..B...
.A...A.
....C..
..B....
..E....
....C.D
D......","EEEBCCC
AAEBCAC
AEEBCAC
AEBBAAC
AEEAACC
AAAACCD
DDDDDDD",7x7,5
7x7_7c_5_c7b7fb36.txt,".....D.
...C.F.
.C.....
.D.BF.G
..B...A
E....G.
....EA.","FFFFFDD
FCCCFFD
FCDDDDD
FDDBFGG
FFBBFGA
EFFFFGA
EEEEEAA",7x7,7
5x5_5c_4_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
8x8_6c_2_dc1bb401.txt,".....F.A
......F.
..B.A...
......D.
...CE...
.......E
........
.D....CB","DDDDDFFA
DCCCDDFA
DCBCADDA
DCBCAADA
DCBCEAAA
DCBBEEEE
DCCBBBBB
DDCCCCCB",8x8,6
9x9_7c_5_64e8fc42.txt,".....A...
.GD......
..G.....A
.B.......
....CB.E.
........C
.E......D
.........
F.......F","CCCCCAAAA
CGDDCCCCA
CGGDDDDCA
CBBBBBDCC
CCCCCBDEC
DDDDDDDEC
DEEEEEEED
DDDDDDDDD
FFFFFFFFF",9x9,7
9x9_7c_8_bb2794e7.txt,".EA....CG
E........
D....F...
...A.....
....B....
......CB.
.........
.....G...
...D....F","EEAAAAACG
EFFFFFACG
DFBBBFACG
DFBABAACG
DFBABACCG
DFBAAACBG
DFBBBBBBG
DFFFFGGGG
DDDDFFFFF",9x9,7
8x8_6c_5_176705c4.txt,"........
.A......
.....D..
..E.....
.D...AF.
..C.....
......B.
.EF..B.C","CCCCCCCC
CAAAAAAC
CCCCDDAC
EEECDAAC
EDCCDAFC
EDCDDFFC
EDDDFFBC
EEFFFBBC",8x8,6
7x7_7c_6_96ca9115.txt,"F.....D
.B.....
B..E.F.
..A....
....DG.
.AE....
.GC...C","FFFFFFD
BBGGGFD
BGGEGFD
GGAEGGD
GAAEDGD
GAEEDDD
GGCCCCC",7x7,7
9x9_9c_4_f2284643.txt,"........C
....F.EA.
..G...I..
....F.E..
..G.B..IC
..H......
....H....
..D...D..
A.......B","AAAAAAAAC
AHHHFEEAC
AHGHFEIIC
AHGHFEEIC
AHGHBBBIC
AHHHHHBBB
AHHHHHHHB
AHDDDDDHB
AHHHHHHHB",9x9,9
10x10_10c_2_a39d9d3d.txt,"AB......BD
.....A....
E...I..J.J
......G...
...I......
..C..G....
E.........
FCH.......
.....H..D.
...F......","ABBBBBBBBD
AAAAAADDDD
EIIIIDDJJJ
EICCCDGGGG
EICICDDDDG
EICICGGGDG
EIIICCCGDG
FCHHHHCGDG
FCCCCHCGDG
FFFFCCCGGG",10x10,10
5x5_3c_6_3b79ecca.txt,".....
B..C.
...A.
.A.B.
....C","BBBBB
BCCCB
CCAAB
CAABB
CCCCC",5x5,3
8x8_8c_9_12367174.txt,"........
......F.
...H....
.F.E.C.A
E..D....
G.B....A
...H....
..GB..DC","EEEEEEEE
EFFFFFFE
EFHHEEEE
EFHEECCA
EHHDDDCA
GHBBBDCA
GHHHBDCC
GGGBBDDC",8x8,8
8x8_6c_8_7d3b36a6.txt,"....AB.E
........
..BD.E..
.....D..
A.......
F.......
C......F
.......C","AAAAABBE
AEEEEEBE
AEBDDEBE
AEBBDDBE
AEEBBBBE
FFEEEEEE
CFFFFFFF
CCCCCCCC",8x8,6
6x6_5c_1_25f9a72a.txt,"C.D...
....B.
...B..
....E.
C.A..E
D....A","CDDEEE
CDEEBE
CDEBBE
CDEEEE
CDAEEE
DDAAAA",6x6,5
7x7_5c_10_799f6348.txt,"C......
..DEA..
.......
.C.AE..
..D....
B......
......B","CCCCCCC
CCDEAAC
CCDEEAC
CCDAEAC
CCDAAAC
BCCCCCC
BBBBBBB",7x7,5
8x8_8c_1_9c6e60cd.txt,"......G.
.FE.....
.......G
........
.HABF.EA
HB......
......D.
CD....C.","AAAAAAGG
AFEEEAAG
AFFFEEAG
AAAFFEAA
HHABFEEA
HBBBCCCC
CCCCCDDC
CDDDDDCC",8x8,8
5x5_5c_9_22075c83.txt,"C...C
..EDA
.....
.DEBA
....B","CCCCC
EEEDA
EDDDA
EDEBA
EEEBB",5x5,5
9x9_8c_10_2471bb38.txt,"........D
.E...F..A
.........
A..BG....
E..C...D.
.........
.GC......
.....H.H.
.FB......","AAAAAAADD
AEFFFFADA
AEFBBBADA
AEFBGBADA
EEFCGBADA
FFFCGBAAA
FGCCGBBBB
FGGGGHHHB
FFBBBBBBB",9x9,8
6x6_6c_7_f86ee188.txt,"BD...E
.ED.C.
....A.
......
BAC...
F....F","BDDEEE
BEDECC
BEEEAC
BAAAAC
BACCCC
FFFFFF",6x6,6
5x5_5c_2_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
7x7_7c_10_547f74fe.txt,"C.....A
..E...G
.......
.C.E...
...B.AG
BF.....
D....DF","CBBBBAA
CBEEBAG
CBBEBAG
CCBEBAG
BBBBBAG
BFFFFFF
DDDDDDF",7x7,7
6x6_5c_5_25f9a72a.txt,"C.D...
....B.
...B..
....E.
C.A..E
D....A","CDDEEE
CDEEBE
CDEBBE
CDEEEE
CDAEEE
DDAAAA",6x6,5
5x5_3c_3_3b862eec.txt,"A....
.B.B.
...C.
..C..
A....","ABBBB
ABBBB
ABBCB
ABCCB
ABBBB",5x5,3
5x5_5c_1_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
5x5_4c_9_904e33b2.txt,".....
.D.AB
B.ADC
C....
.....","BBBBB
BDAAB
BDADC
CDDDC
CCCCC",5x5,4
9x9_7c_7_dce8ae70.txt,"....FG...
.......B.
.AE..D...
...C.....
..DE.....
.........
..A......
......C..
.FB.....G","FFFFFGGGG
FAAAAAABG
FAEEEDABG
FCCCEDABG
FCDEEDABG
FCDDDDABG
FCAAAAABG
FCCCCCCBG
FFBBBBBBG",9x9,7
9x9_9c_8_da5d128a.txt,"...GB..BE
.........
.........
.F.......
.A..H....
.DC......
...H..A..
.I..D....
G...ICFE.","GGGGBBBBE
GFFFFFFFE
GFAAAAAFE
GFACCCAFE
GAACHCAFE
GDCCHCAFE
GDDHHCAFE
GIDDDCFFE
GIIIICFEE",9x9,9
5x5_3c_1_3b79ecca.txt,".....
B..C.
...A.
.A.B.
....C","BBBBB
BCCCB
CCAAB
CAABB
CCCCC",5x5,3
7x7_5c_10_9adff41d.txt,"C..AB.D
..E.E..
..C....
...A...
.......
B......
D......","CAAABBD
CAEEEBD
CACCCBD
CAAACBD
CCCCCBD
BBBBBBD
DDDDDDD",7x7,5
8x8_7c_4_2a92f0be.txt,"D....BGE
F.......
.D..A...
.......F
C..E.A..
..B..G..
........
.C......","DDBBBBGE
FDBGGGGE
FDBGAAEE
FFBGGAEF
CFBEGAEF
CFBEGGEF
CFFEEEEF
CCFFFFFF",8x8,7
8x8_6c_2_5e9b9218.txt,"A......B
...C....
.E......
...F....
........
F......B
.DE..C..
......DA","AAAAAAAB
DDDCCCAB
DEDDDCAB
DEEFDCAB
DDEFDCAB
FDEFDCAB
FDEFDCAA
FFFFDDDA",8x8,6
9x9_7c_10_67766dd4.txt,"B......C.
.......G.
.........
...F.E.G.
.A.A.D...
...D....B
F........
....E..C.
.........","BBBBBBBCC
EEEEEEBGC
EAAAAEBGC
EAFFAEBGC
EAFAADBCC
EEFDDDBCB
FEFFFFBCB
FEEEEFBCB
FFFFFFBBB",9x9,7
9x9_8c_8_aab17324.txt,"...DH....
.G.....C.
...D.....
...EHB..F
.........
.AEF.....
......BC.
.A..G....
.........","EEEDHBBBB
EGEDHBCCB
EGEDHBCBB
EGEEHBCBF
EGGGGCCBF
EAEFGCBBF
EAEFGCBCF
EAEFGCCCF
EEEFFFFFF",9x9,8
7x7_5c_3_a2f64424.txt,"E..B...
.A...A.
....C..
..B....
..E....
....C.D
D......","EEEBCCC
AAEBCAC
AEEBCAC
AEBBAAC
AEEAACC
AAAACCD
DDDDDDD",7x7,5
5x5_4c_7_812f5e6a.txt,"AB...
...C.
DA...
.C.BD
.....","ABBBB
AACCB
DACBB
DCCBD
DDDDD",5x5,4
5x5_5c_3_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
8x8_6c_4_dc1bb401.txt,".....F.A
......F.
..B.A...
......D.
...CE...
.......E
........
.D....CB","DDDDDFFA
DCCCDDFA
DCBCADDA
DCBCAADA
DCBCEAAA
DCBBEEEE
DCCBBBBB
DDCCCCCB",8x8,6
6x6_4c_5_a09192ab.txt,"C.B...
A.....
...A..
.D....
.C.B..
.....D","CCBBBB
ACCCCB
AAAACB
DDCCCB
DCCBBB
DDDDDD",6x6,4
5x5_3c_10_3b79ecca.txt,".....
B..C.
...A.
.A.B.
....C","BBBBB
BCCCB
CCAAB
CAABB
CCCCC",5x5,3
7x7_5c_8_d45b6049.txt,"......D
.A.....
D....C.
..A....
.......
.E...B.
.CBE...","DDDDDDD
DAAAAAA
DCCCCCA
CCAAAAA
CEEEEEE
CEBBBBE
CCBEEEE",7x7,5
8x8_6c_8_b948f6b0.txt,".CB....B
..D..AF.
........
.....A..
........
...E.E..
......D.
C.....F.","CCBBBBBB
CDDAAAFF
CDAAEEEF
CDAEEAEF
CDAEAAEF
CDAEAEEF
CDAAADDF
CDDDDDFF",8x8,6
6x6_5c_4_3ac21572.txt,"......
B.....
...A..
.A.CE.
.D..B.
.ED..C","BBBBBB
BEEEEB
EEAAEB
EAACEB
EDDCBB
EEDCCC",6x6,5
7x7_5c_7_9adff41d.txt,"C..AB.D
..E.E..
..C....
...A...
.......
B......
D......","CAAABBD
CAEEEBD
CACCCBD
CAAACBD
CCCCCBD
BBBBBBD
DDDDDDD",7x7,5
5x5_4c_10_812f5e6a.txt,"AB...
...C.
DA...
.C.BD
.....","ABBBB
AACCB
DACBB
DCCBD
DDDDD",5x5,4
6x6_4c_9_f296c06e.txt,"......
......
...B.D
...C..
.....A
DA.B.C","DDDDDD
DAAAAD
DABBAD
DABCAA
DABCCA
DABBCC",6x6,4
8x8_7c_2_82209848.txt,".......E
.F...F..
........
..AD.G..
.......C
.D..G.E.
.A....B.
BC......","BBBBBBBE
BFFFFFBE
BDDDBBBE
BDADBGEE
BDABBGEC
BDABGGEC
BAABBBBC
BCCCCCCC",8x8,7
5x5_5c_10_a482332b.txt,"E.DA.
C..B.
.....
..D..
C.EBA","EEDAA
CEDBA
CEDBA
CEDBA
CEEBA",5x5,5
6x6_5c_2_25f9a72a.txt,"C.D...
....B.
...B..
....E.
C.A..E
D....A","CDDEEE
CDEEBE
CDEBBE
CDEEEE
CDAEEE
DDAAAA",6x6,5
10x10_9c_2_fd8c9afe.txt,"..DG...F.F
.E........
....D...H.
......GA..
...C...B..
..I....H.A
......B...
...I....E.
.C........
..........","DDDGGGGFFF
DEEEEEGAAA
DDDDDEGAHA
IIIIIEGAHA
ICCCIEBBHA
ICIIIEBHHA
ICEEEEBIII
ICEIIIIIEI
ICEEEEEEEI
IIIIIIIIII",10x10,9
7x7_6c_7_13d5d5cf.txt,"......E
.......
DBC.BD.
.....C.
.A...F.
...E...
.F....A","DDDDDDE
DBBBBDE
DBCCBDE
FFFCCCE
FAFFFFE
FAAEEEE
FFAAAAA",7x7,6
11x11_10c_1_2832e7ee.txt,"C....F.....
...J...F...
GH......E..
...........
.D.J.......
...B.......
....IA.A...
....B......
....C.E.I..
..D.GH.....
...........","CCCCCFEEEEE
GGGJCFEFFFE
GHGJCFEEEFE
HHGJCFFFFFE
HDGJCCCCCCE
HDGBIIIIICE
HDGBIAAAICE
HDGBBCCCICE
HDGGCCECICE
HDDGGHECCCE
HHHHHHEEEEE",11x11,10
7x7_7c_6_2c5e0644.txt,"......C
....A.A
..F..BD
.E.BE..
.CF....
.......
DG....G","CCCCCCC
CEEEAAA
CEFEEBD
CEFBEBD
CCFBBBD
DDDDDDD
DGGGGGG",7x7,7
6x6_4c_7_f296c06e.txt,"......
......
...B.D
...C..
.....A
DA.B.C","DDDDDD
DAAAAD
DABBAD
DABCAA
DABCCA
DABBCC",6x6,4
6x6_4c_2_145c5d4f.txt,".....B
..AC..
.....C
...D..
.AB.D.
......","BBBBBB
BAACCC
BABBBC
BABDBB
BABDDB
BBBBBB",6x6,4
9x9_8c_8_43f37569.txt,".....DA..
...H...B.
.....A...
.........
D...E..CH
G........
....B.EGC
........F
.......F.","DDDDDDAAA
DHHHBBBBA
DHBBBAAAA
DHBHHHHHH
DHBHEEECH
GHBHHHECC
GHBBBHEGC
GHHHHHGGF
GGGGGGGFF",9x9,8
10x10_9c_4_2e90136f.txt,"IC........
.G......B.
..IA...HC.
..........
.FD.......
.......G..
.......A..
..........
.F......D.
BE....EH..","ICCCCCCCCC
IGGGGGBBBC
IIIAAGBHCC
BBBBAGBHHH
BFDBAGBBBH
BFDBAGGGBH
BFDBAAAABH
BFDBBBBBBH
BFDDDDDDDH
BEEEEEEHHH",10x10,9
9x9_9c_2_b0120833.txt,"B...D....
.EF.I..AD
........G
B...I..E.
.........
....C....
..A.G.C..
.........
FH.H.....","BEEEDDDDD
BEFEIAAAD
BFFEIAGGG
BFEEIAGEE
FFEAAAGGE
FEEACCCGE
FEAAGGCGE
FEEEEGGGE
FHHHEEEEE",9x9,9
7x7_5c_7_a2f64424.txt,"E..B...
.A...A.
....C..
..B....
..E....
....C.D
D......","EEEBCCC
AAEBCAC
AEEBCAC
AEBBAAC
AEEAACC
AAAACCD
DDDDDDD",7x7,5
6x6_6c_5_c60e480c.txt,"F.FA..
...DB.
......
.B..E.
.E.C.A
...D.C","FFFAAA
DDDDBA
DBBBBA
DBEEEA
DEECCA
DDDDCC",6x6,6
7x7_7c_1_492d5742.txt,"......F
.B..C.C
..F....
..G....
.A..BA.
.E.E...
...GD.D","FFFFFFF
FBBBCCC
FFFBBBB
GGGAAAB
GAAABAB
GEEEBBB
GGGGDDD",7x7,7
6x6_4c_9_a09192ab.txt,"C.B...
A.....
...A..
.D....
.C.B..
.....D","CCBBBB
ACCCCB
AAAACB
DDCCCB
DCCBBB
DDDDDD",6x6,4
7x7_5c_9_799f6348.txt,"C......
..DEA..
.......
.C.AE..
..D....
B......
......B","CCCCCCC
CCDEAAC
CCDEEAC
CCDAEAC
CCDAAAC
BCCCCCC
BBBBBBB",7x7,5
9x9_8c_9_5fb7c0cf.txt,".....E..E
.........
..H....B.
A........
C...D....
.......AD
.........
CBH....F.
G...FG...","AAAAAEEEE
ABBBAAAAA
ABHBBBBBA
ABHAAAAAA
CBHADDDDD
CBHAAAAAD
CBHGGGGGG
CBHGFFFFG
GGGGFGGGG",9x9,8
5x5_4c_9_812f5e6a.txt,"AB...
...C.
DA...
.C.BD
.....","ABBBB
AACCB
DACBB
DCCBD
DDDDD",5x5,4
8x8_7c_7_d0b91616.txt,".....FA.
.G....B.
.C......
...F...A
D..EC..G
..D.....
..E..B..
........","FFFFFFAA
FGGGGGBA
FCCCCGBA
FFFFCGBA
DEEECGBG
DEDDGGBG
DEEDGBBG
DDDDGGGG",8x8,7
8x8_6c_7_82c77513.txt,"........
........
..B..AD.
.D.F....
.....E..
..C.....
.B...A..
.CE..F..","FFFFFFFF
FDDDDDDF
FDBBBADF
FDFFBAAF
FFFBBEAF
CCCBEEAF
CBBBEAAF
CCEEEFFF",8x8,6
6x6_6c_10_396060ff.txt,"AEF...
....D.
...DC.
B.....
....C.
.BA.EF","AEFFFF
AEEDDF
AAEDCF
BAEECF
BAAECF
BBAEEF",6x6,6
8x8_6c_1_70510986.txt,".....BA.
.C..C.E.
......D.
..F.....
...D....
...F.E..
......A.
..B.....","BBBBBBAA
BCCCCEEA
BEEEEEDA
BEFDDDDA
BEFDAAAA
BEFFAEEE
BEEEAAAE
BBBEEEEE",8x8,6
9x9_7c_6_8fa5441c.txt,"..BF....G
.....C...
.F....EC.
...DA...E
G....A...
.....D.B.
.........
.........
.........","BBBFGGGGG
BFFFGCEEE
BFGGGCECE
BBGDACCCE
GBGDAAGGG
GBGDDDGBG
GBGGGGGBG
GBBBBBBBG
GGGGGGGGG",9x9,7
5x5_4c_4_812f5e6a.txt,"AB...
...C.
DA...
.C.BD
.....","ABBBB
AACCB
DACBB
DCCBD
DDDDD",5x5,4
5x5_5c_6_22075c83.txt,"C...C
..EDA
.....
.DEBA
....B","CCCCC
EEEDA
EDDDA
EDEBA
EEEBB",5x5,5
8x8_6c_1_60c183b5.txt,".A......
.B....D.
..F.....
.FD.....
...EB.A.
..C.....
.E......
...C....","AABBBBBB
ABBDDDDB
AFFDBBBB
AFDDBCCC
AEEEBCAC
AECCCCAC
AEAAAAAC
AAACCCCC",8x8,6
7x7_6c_5_13d5d5cf.txt,"......E
.......
DBC.BD.
.....C.
.A...F.
...E...
.F....A","DDDDDDE
DBBBBDE
DBCCBDE
FFFCCCE
FAFFFFE
FAAEEEE
FFAAAAA",7x7,6
10x10_9c_1_8bb56a0a.txt,"..........
DH..B.....
I.I......D
.....G....
.G..AF...B
.......EAC
...H......
......E..F
......C...
..........","DDDDDDDDDD
DHHHBBBBBD
IIIHAAAABD
FFFHAGGABB
FGFHAFGAAB
FGFHFFGEAC
FGFHFGGECC
FGFFFGEECF
FGGGGGCCCF
FFFFFFFFFF",10x10,9
8x8_7c_3_18741047.txt,".....D.B
......BE
......F.
...G.C..
....E..G
..C.A.A.
..F.....
.......D","DDDDDDBB
DFFFFFBE
DFCCCFFE
DFCGCCEE
DFCGEEEG
DFCGAAAG
DFFGGGGG
DDDDDDDD",8x8,7
7x7_6c_10_edc5ddf1.txt,"A......
.....F.
.D.....
...D..A
FEBE..C
....B..
......C","AAAAAAA
BBBBBFA
BDDDBFA
BBBDBFA
FEBEBFC
FEEEBFC
FFFFFFC",7x7,6
9x9_9c_1_80802004.txt,"...E.....
.B.......
...B..F..
DA.......
...G....E
...A.....
H..D.....
.G....IF.
...HC..CI","EEEEEEEEE
EBBBEIIIE
EEEBEIFIE
DAEEEIFIE
DAAGGIFIE
DDAAGIFII
HDDDGIFFI
HGGGGIIFI
HHHHCCCCI",9x9,9
6x6_4c_5_f296c06e.txt,"......
......
...B.D
...C..
.....A
DA.B.C","DDDDDD
DAAAAD
DABBAD
DABCAA
DABCCA
DABBCC",6x6,4
9x9_9c_3_93eaa6a8.txt,"D...IG.EF
.I...C...
.C.DG....
....E....
.....A...
..A..H.B.
..B....F.
.......H.
.........","DIIIIGGEF
DICCCCGEF
DCCDGGGEF
DDDDEEEEF
BBBBAAFFF
BAABAHFBB
BABBAHFFB
BAAAAHHHB
BBBBBBBBB",9x9,9
9x9_7c_2_fd249655.txt,".F.......
.......E.
....G....
........D
.........
..A.....D
..EGA.F.B
.C.....C.
.......B.","FFCCCCCCC
FCCAAAEEC
FCAAGAECC
FCAGGAECD
FCAGAAECD
FCAGAEECD
FCEGAEFCB
FCEEEEFCB
FFFFFFFBB",9x9,7
5x5_3c_2_3b862eec.txt,"A....
.B.B.
...C.
..C..
A....","ABBBB
ABBBB
ABBCB
ABCCB
ABBBB",5x5,3
6x6_4c_1_145c5d4f.txt,".....B
..AC..
.....C
...D..
.AB.D.
......","BBBBBB
BAACCC
BABBBC
BABDBB
BABDDB
BBBBBB",6x6,4
6x6_6c_1_c60e480c.txt,"F.FA..
...DB.
......
.B..E.
.E.C.A
...D.C","FFFAAA
DDDDBA
DBBBBA
DBEEEA
DEECCA
DDDDCC",6x6,6
7x7_5c_5_26f5cc22.txt,"DE.B...
.....C.
....C..
.......
....B..
...A.A.
.D.E...","DEBBAAA
DEBAACA
DEBACCA
DEBAAAA
DEBBBAA
DEEAAAA
DDEEAAA",7x7,5
7x7_6c_2_d5cc36f7.txt,"B.....D
.C..F.F
C......
..AD.E.
.A.....
.B..E..
.......","BBBDDDD
CCBDFFF
CBBDBBB
BBADBEB
BAABBEB
BBBBEEB
BBBBBBB",7x7,6
6x6_4c_6_f296c06e.txt,"......
......
...B.D
...C..
.....A
DA.B.C","DDDDDD
DAAAAD
DABBAD
DABCAA
DABCCA
DABBCC",6x6,4
7x7_6c_2_21b01e0e.txt,"...AF..
A......
C.D.B..
.......
.DE...F
....B..
.....CE","AAAAFFF
AEEEEEF
CEDDBEF
CEEDBEF
CDEDBEF
CDDDBEE
CCCCCCE",7x7,6
5x5_5c_9_4f5ec3ca.txt,"DECB.
.....
..E.B
DC..A
A....","DECBB
DECCB
DEECB
DCCCA
AAAAA",5x5,5
